symbol,signal,entry_ts,entry_px,exit_ts,exit_px,exit_reason,return_pct,shares,alloc,pyramided,pyr_shares,pyr_alloc,pyr_px,total_shares,total_invested,pnl,cum_pnl,closed
JNJ,rsi_macd,2023-07-21,154.96820056407546,2023-09-07,147.70306176341933,ema_cross,-4.69,11.279143050676337,1747.9085024681085,False,0.0,0.0,,11.279143050676337,1747.9085024681085,-82.61092540068046,-1998.5,True
AVGO,rsi_macd,2023-08-22,84.55591423246356,2023-09-27,79.74557944442404,ema_cross,-5.69,24.79934007307871,2096.93087224094,False,0.0,0.0,,24.79934007307871,2096.93087224094,-120.08418337154004,-2118.58,True
NVDA,ema_cross,2023-01-13,16.260854109710635,2023-10-02,43.99922560403734,ema_cross,170.58,126.47501414554748,2056.5917535443364,True,87.4059361790599,2056.5917535443364,23.5292,213.8809503246074,4113.183507088673,5293.648440175337,3175.07,True
GOOG,ema_cross,2023-07-14,124.1110416229117,2023-11-01,124.3193588461237,ema_cross,0.17,12.804975856746543,1589.2388915370495,False,0.0,0.0,,12.804975856746543,1589.2388915370495,2.03073445835388,3177.1,True
AAPL,rsi_macd,2024-01-19,187.38332862810609,2024-02-15,181.89459583378658,ema_cross,-2.93,16.426780960561747,3078.1048950348577,False,0.0,0.0,,16.426780960561747,3078.1048950348577,-91.35738843680704,3085.74,True
SMCI,rsi_macd,2024-04-17,99.2008,2024-05-03,76.9999901622601,ema_cross,-22.38,14.72618594357071,1460.8494265509694,False,0.0,0.0,,14.72618594357071,1460.8494265509694,-327.38682023752455,2758.35,True
MU,rsi_macd,2024-02-23,85.90037180232558,2024-07-24,110.83694177548058,ema_cross,29.03,24.305857691284356,2087.882212655741,True,18.066234592697135,2087.882212655741,115.5682,42.37209228398149,4175.764425311482,518.7501428233097,3277.1,True
QCOM,ema_cross,2024-05-03,174.5698710309508,2024-07-29,174.57345443349755,ema_cross,0.0,7.198949217577538,1256.719636470875,True,1.5145265144101954,313.67722126313015,207.1124,8.713475731987733,1570.3968577340052,-49.863755701920155,3227.24,True
LLY,rsi_macd,2023-10-09,554.2630932279277,2024-08-06,779.6099888650748,ema_cross,40.66,6.529929113564297,3619.298709043247,True,4.768804171223818,3619.298709043247,758.9531,11.298733284788113,7238.597418086494,1566.4844701244795,4793.72,True
BAC,ema_cross,2024-04-22,35.31386694937716,2024-08-09,36.642472100313476,ema_cross,3.76,49.62786552254305,1752.551840044667,False,0.0,0.0,,49.62786552254305,1752.551840044667,65.20844269210251,4858.93,True
COST,rsi_macd,2024-08-09,831.903848385248,2025-01-17,923.9100722017832,ema_cross,11.06,4.600147362644773,3826.8802941234358,False,0.0,0.0,,4.600147362644773,3826.8802941234358,421.54213884375497,5280.47,True
TSLA,ema_cross,2024-09-06,232.6,2025-02-18,355.01,ema_cross,52.63,21.708514021062783,5049.400361299203,True,4.242140718296078,1760.955033571885,415.11,25.95065473935886,6810.355394871088,2398.701447373093,7679.18,True
AMZN,rsi_macd,2024-08-01,189.285,2025-03-03,213.352,ema_cross,12.71,13.133470056852623,2485.9688797113486,True,10.57814084384217,2485.9688797113486,235.01,23.711610900694794,4971.937759422697,84.95828161878467,7764.13,True
JPM,rsi_macd,2025-03-03,258.6954861484153,2025-03-12,229.29833523475207,ema_cross,-11.36,14.704803410537716,3804.0662670059296,False,0.0,0.0,,14.704803410537716,3804.0662670059296,-433.628039792123,7330.51,True
WMT,rsi_macd,2024-08-13,67.43915609863498,2025-03-13,84.13462807100592,ema_cross,24.76,62.41116090677048,4208.95602268872,True,16.129688768107943,1260.3303301802807,78.1373,78.54084967487843,5469.286352869,1136.075620837372,8466.58,True
UBER,ema_cross,2025-03-24,76.97,2025-04-08,69.31,ema_cross,-9.95,53.09980722016288,4087.0921617359368,False,0.0,0.0,,53.09980722016288,4087.0921617359368,-408.21666236181903,8058.36,True
MA,rsi_macd,2025-07-01,556.9911262854006,2025-07-17,551.4226070373104,ema_cross,-1.0,7.669247446554951,4271.702773018074,False,0.0,0.0,,7.669247446554951,4271.702773018074,-44.39795059290482,8013.97,True
V,rsi_macd,2025-06-25,348.41597707524767,2025-08-01,342.10283082363344,ema_cross,-1.81,11.495230200151369,4005.1218618906337,False,0.0,0.0,,11.495230200151369,4005.1218618906337,-74.14408976650428,7939.82,True
PFE,rsi_macd,2025-08-06,23.85337985791893,2025-09-23,23.292804807293827,ema_cross,-2.35,166.88416197448913,3980.751307847959,False,0.0,0.0,,166.88416197448913,3980.751307847959,-95.10597763149737,7844.72,True
AAPL,ema_cross,2025-08-07,218.21598872880972,2026-01-14,259.24743933682106,ema_cross,18.8,19.4564575200524,4245.710114898319,True,15.138224412293962,3885.086023750652,256.6408,34.59468193234636,8130.7961386489715,834.1991339013589,8678.92,True
TSLA,rsi_macd,2026-01-23,447.43,2026-01-30,425.35,ema_cross,-4.93,8.013267986626582,3585.376495256332,False,0.0,0.0,,8.013267986626582,3585.376495256332,-178.2963345599598,8500.62,True
WFC,rsi_macd,2026-01-30,89.76876952149408,2026-02-23,88.17,ema_cross,-1.78,15.172000358740297,1361.9718033837833,False,0.0,0.0,,15.172000358740297,1361.9718033837833,-24.79161786230324,8475.83,True
GOOGL,rsi_macd,2026-02-23,318.8255823461427,2026-03-04,302.6769687988652,ema_cross,-5.07,4.378592668299969,1396.0073573272887,False,0.0,0.0,,4.378592668299969,1396.0073573272887,-71.23832054389743,8404.59,True
MU,ema_cross,2025-08-12,124.57163953033267,2026-03-16,446.16,end_of_data,258.16,37.48527217250551,4669.601812769767,True,9.296055343714462,1398.2661645248108,150.415,46.781327516219974,6067.867977294578,14795.740324508273,23200.33,False
CSCO,rsi_macd,2025-08-27,67.5484551724138,2026-03-16,78.92,end_of_data,16.83,82.933471808419,5602.0279027436345,True,68.33541678045748,5376.630592286395,78.68,151.26888858887648,10978.65849503003,954.7069361291288,24155.04,False
GE,rsi_macd,2026-02-02,305.15542431408124,2026-03-16,303.77,end_of_data,-0.45,5.354420085293106,1633.9303330834568,False,0.0,0.0,,5.354420085293106,1633.9303330834568,-8.068748649693882,24146.97,False
