symbol,signal,entry_ts,entry_px,exit_ts,exit_px,exit_reason,return_pct,shares,alloc,pyramided,pyr_shares,pyr_alloc,pyr_px,total_shares,total_invested,pnl,cum_pnl,closed
AMD,rsi_macd,2021-12-16,147.0,2022-01-21,120.14,ema_cross,-18.27,16.3265306122449,2400.0,False,0.0,0.0,,16.3265306122449,2400.0,-439.3151999999999,-439.32,True
GM,ema_cross,2022-01-05,63.06649843799808,2022-01-25,49.66773410404625,ema_cross,-21.25,53.554102320162116,3377.469710322893,False,0.0,0.0,,53.554102320162116,3377.469710322893,-718.6227604698827,-1157.94,True
TSLA,rsi_macd,2021-12-23,335.59999999999997,2022-01-26,317.47670000000005,ema_cross,-5.4,8.388882124433852,2815.3088409600005,False,0.0,0.0,,8.388882124433852,2815.3088409600005,-153.09953725117285,-1311.04,True
QCOM,rsi_macd,2022-02-01,160.31555750014113,2022-02-22,149.06693942974263,ema_cross,-7.02,14.863907027243213,2382.915541702761,False,0.0,0.0,,14.863907027243213,2382.915541702761,-168.0847000347788,-1479.12,True
BAC,rsi_macd,2021-12-17,39.97069507748405,2022-03-01,39.26119270072993,ema_cross,-1.78,64.04051756012451,2559.744,False,0.0,0.0,,64.04051756012451,2559.744,-46.4426222577059,-1525.56,True
AAPL,rsi_macd,2022-01-31,166.50795633367662,2022-03-01,161.37047647058824,ema_cross,-3.09,13.01200282502085,2166.6019982022485,False,0.0,0.0,,13.01200282502085,2166.6019982022485,-67.68880373027771,-1593.25,True
UNH,ema_cross,2022-02-04,446.8406982014612,2022-05-13,447.4466570457355,ema_cross,0.14,6.397662810429788,2858.7361170699687,False,0.0,0.0,,6.397662810429788,2858.7361170699687,2.7316752276918015,-1590.52,True
C,rsi_macd,2022-12-13,41.78200386349002,2022-12-16,39.42263755355129,ema_cross,-5.65,49.792029003616555,2080.410748200114,False,0.0,0.0,,49.792029003616555,2080.410748200114,-118.26280897961118,-1708.78,True
INTC,rsi_macd,2023-05-01,30.36418138613861,2023-05-26,26.891862344827587,ema_cross,-11.44,59.578584814647336,1809.0549560413951,False,0.0,0.0,,59.578584814647336,1809.0549560413951,-207.5167261468778,-1916.3,True
V,rsi_macd,2023-03-06,218.89352543770676,2023-06-09,219.03625315798888,ema_cross,0.07,7.514313911168973,1644.8346632613793,False,0.0,0.0,,7.514313911168973,1644.8346632613793,0.4141380283631628,-1915.89,True
