symbol,signal,entry_ts,entry_px,exit_ts,exit_px,exit_reason,return_pct,shares,alloc,pyramided,pyr_shares,pyr_alloc,pyr_px,total_shares,total_invested,pnl,cum_pnl,closed
AAPL,rsi_macd,2022-01-31,166.50795633367662,2022-03-01,161.37047647058824,ema_cross,-3.09,27.884914149285116,4643.060067537487,False,0.0,0.0,,27.884914149285116,4643.060067537487,-145.05810567894505,6380.37,True
UNH,ema_cross,2022-02-04,446.8406982014612,2022-05-13,447.4466570457355,ema_cross,0.14,13.710285850988729,6126.313702197418,False,0.0,0.0,,13.710285850988729,6126.313702197418,5.854020340468967,6386.23,True
C,rsi_macd,2022-12-13,41.78200386349002,2022-12-16,39.42263755355129,ema_cross,-5.65,87.82047794924168,3669.3155489687556,False,0.0,0.0,,87.82047794924168,3669.3155489687556,-208.5855229449467,6177.64,True
INTC,rsi_macd,2023-05-01,30.36418138613861,2023-05-26,26.891862344827587,ema_cross,-11.44,105.0814738556191,3190.7129324748003,False,0.0,0.0,,105.0814738556191,3190.7129324748003,-366.0067371698593,5811.63,True
V,rsi_macd,2023-03-06,218.89352543770676,2023-06-09,219.03625315798888,ema_cross,0.07,13.253338985072554,2901.07009426353,False,0.0,0.0,,13.253338985072554,2901.07009426353,0.7304341742165814,5812.36,True
JNJ,rsi_macd,2023-07-21,154.96820056407546,2023-09-07,147.70306176341933,ema_cross,-4.69,19.89354025915107,3082.8661368096327,False,0.0,0.0,,19.89354025915107,3082.8661368096327,-145.7046659414096,5666.66,True
AVGO,rsi_macd,2023-08-22,84.55591423246356,2023-09-27,79.74557944442404,ema_cross,-5.69,43.73972986490202,3698.4528470077803,False,0.0,0.0,,43.73972986490202,3698.4528470077803,-211.7979642297173,5454.86,True
NVDA,ema_cross,2023-01-13,16.260854109710635,2023-10-02,43.99922560403734,ema_cross,170.58,223.0697646422951,3627.3048991358482,True,154.16184566988457,3627.3048991358482,23.5292,377.23161031217967,7254.6097982716965,9336.649769337355,14791.51,True
GOOG,ema_cross,2023-07-14,124.1110416229117,2023-11-01,124.3193588461237,ema_cross,0.17,22.584721337351066,2803.01328994184,False,0.0,0.0,,22.584721337351066,2803.01328994184,3.5816992054631323,14795.09,True
AAPL,rsi_macd,2024-01-19,187.38332862810609,2024-02-15,181.89459583378658,ema_cross,-2.93,28.97266458089615,5428.994328393953,False,0.0,0.0,,28.97266458089615,5428.994328393953,-161.1312026696518,14633.96,True
SMCI,rsi_macd,2024-04-17,99.2008,2024-05-03,76.9999901622601,ema_cross,-22.38,25.97324740150377,2576.566920827095,False,0.0,0.0,,25.97324740150377,2576.566920827095,-577.4271023471161,14056.53,True
MU,rsi_macd,2024-02-23,85.90037180232558,2024-07-24,110.83694177548058,ema_cross,29.03,42.86935242706829,3682.493312410095,True,31.864243904552417,3682.493312410095,115.5682,74.7335963316207,7364.98662482019,914.9433431538108,14971.48,True
QCOM,ema_cross,2024-05-03,174.5698710309508,2024-07-29,174.57345443349755,ema_cross,0.0,12.697115857119595,2216.533877642408,True,2.6712396546973753,553.2468558595447,207.1124,15.36835551181697,2769.7807335019525,-87.94698560624555,14883.53,True
LLY,rsi_macd,2023-10-09,554.2630932279277,2024-08-06,779.6099888650748,ema_cross,40.66,11.51713451336221,6383.522600498262,True,8.41095793731953,6383.522600498262,758.9531,19.92809245068174,12767.045200996525,2762.880276608216,17646.41,True
BAC,ema_cross,2024-04-22,35.31386694937716,2024-08-09,36.642472100313476,ema_cross,3.76,87.53093531243445,3091.055803577849,False,0.0,0.0,,87.53093531243445,3091.055803577849,115.01111158033396,17761.42,True
COST,rsi_macd,2024-08-09,831.903848385248,2025-01-17,923.9100722017832,ema_cross,11.06,8.113490213364562,6749.643732334026,False,0.0,0.0,,8.113490213364562,6749.643732334026,743.4931423725529,18504.92,True
TSLA,ema_cross,2024-09-06,232.6,2025-02-18,355.01,ema_cross,52.63,38.28829865035376,8905.858266072284,True,7.482057527353251,3105.876900179608,415.11,45.77035617770701,12011.735166251892,4230.6994067372125,22735.61,True
AMZN,rsi_macd,2024-08-01,189.285,2025-03-03,213.352,ema_cross,12.71,23.164101576199624,4384.616966850946,True,18.657150618488345,4384.616966850946,235.01,41.82125219468797,8769.233933701891,149.84480541988123,22885.46,True
JPM,rsi_macd,2025-03-03,258.6954861484153,2025-03-12,229.29833523475207,ema_cross,-11.36,25.93553405042529,6709.405589693549,False,0.0,0.0,,25.93553405042529,6709.405589693549,-764.8095984192779,22120.65,True
WMT,rsi_macd,2024-08-13,67.43915609863498,2025-03-13,84.13462807100592,ema_cross,24.76,110.07741780921415,7423.5281625702555,True,28.448669498583165,2222.902223211642,78.1373,138.52608730779733,9646.430385781898,2003.7485116578146,24124.4,True
UBER,ema_cross,2025-03-24,76.97,2025-04-08,69.31,ema_cross,-9.95,93.6545576150068,7208.591299627073,False,0.0,0.0,,93.6545576150068,7208.591299627073,-719.9903902862701,23404.41,True
MA,rsi_macd,2025-07-01,556.9911262854006,2025-07-17,551.4226070373104,ema_cross,-1.0,13.526602344695315,7534.197474786583,False,0.0,0.0,,13.526602344695315,7534.197474786583,-78.30669524940497,23326.1,True
V,rsi_macd,2025-06-25,348.41597707524767,2025-08-01,342.10283082363344,ema_cross,-1.81,20.274663043768015,7064.016534265848,False,0.0,0.0,,20.274663043768015,7064.016534265848,-130.77132084601345,23195.33,True
PFE,rsi_macd,2025-08-06,23.85337985791893,2025-09-23,23.292804807293827,ema_cross,-2.35,294.3412260965262,7021.033073926041,False,0.0,0.0,,294.3412260965262,7021.033073926041,-167.74276081059858,23027.59,True
AAPL,ema_cross,2025-08-07,218.21598872880972,2026-01-14,259.24743933682106,ema_cross,18.8,34.31624363984066,7488.353035326557,True,26.699978486395306,6852.303838731281,256.6408,61.01622212623596,14340.656874057837,1471.3151504378252,24498.9,True
TSLA,rsi_macd,2026-01-23,447.43,2026-01-30,425.35,ema_cross,-4.93,14.133367099175443,6323.692441184068,False,0.0,0.0,,14.133367099175443,6323.692441184068,-314.4693966280475,24184.43,True
WFC,rsi_macd,2026-01-30,89.76876952149408,2026-02-23,88.17,ema_cross,-1.78,26.759550667313853,2402.1719363528405,False,0.0,0.0,,26.759550667313853,2402.1719363528405,-43.72610984871268,24140.71,True
GOOGL,rsi_macd,2026-02-23,318.8255823461427,2026-03-04,302.6769687988652,ema_cross,-5.07,7.722724069895179,2462.201998882904,False,0.0,0.0,,7.722724069895179,2462.201998882904,-125.64628282193425,24015.06,True
MU,ema_cross,2025-08-12,124.57163953033267,2026-03-16,446.16,end_of_data,258.16,66.11448828501717,8235.990202373561,True,16.39587780743598,2466.1859604054825,150.415,82.51036609245315,10702.176162779044,26095.923643055536,50110.98,False
CSCO,rsi_macd,2025-08-27,67.5484551724138,2026-03-16,78.92,end_of_data,16.83,146.27355578693744,9880.552725983513,True,120.52629873919201,9483.009184799628,78.68,266.7998545261295,19363.56191078314,1683.8602706113174,51794.84,False
GE,rsi_macd,2026-02-02,305.15542431408124,2026-03-16,303.77,end_of_data,-0.45,9.443835498194007,2881.837628603775,False,0.0,0.0,,9.443835498194007,2881.837628603775,-14.231220881096123,51780.61,False
