entry_date,exit_date,ticker,trade_type,entry_price,exit_price,strike,position_eur,units,pnl_eur,pnl_pct,bars_held,max_r_mult,exit_reason
2017-06-21,2017-07-04,PHIA.AS,stock,26.31,24.97,,1452.0,55.1738,-73.96,-5.1,9,0.0,trailing_stop
2017-06-26,2017-07-07,NOVN.SW,stock,49.38,46.9,,1444.0,29.2472,-72.27,-5.0,9,0.0,trailing_stop
2017-06-28,2017-08-10,EWT,stock,21.95,22.25,,1437.0,65.4664,19.57,1.36,30,2.05,trailing_stop
2017-06-30,2017-09-05,CBK.DE,option_eu,0.87,0.46,9.23,2012.0,23.16,-935.01,-46.48,47,0.95,dte_exit
2017-07-05,2017-08-18,NKE,stock,51.92,49.28,,1276.0,24.5794,-65.02,-5.09,32,0.65,trailing_stop
2017-07-06,2017-07-19,7203.T,stock,957.08,957.08,,1276.0,1.3334,-0.0,-0.0,9,0.8,trailing_stop
2017-07-06,2017-07-24,7267.T,stock,766.43,740.88,,1276.0,1.6651,-42.54,-3.33,12,0.0,trailing_stop
2017-07-07,2017-07-24,SOYB,stock,18.9,18.9,,1269.0,67.1438,-0.0,-0.0,11,1.31,trailing_stop
2017-07-11,2017-07-24,BHP.AX,stock,11.77,11.57,,1269.0,107.7751,-21.99,-1.73,9,0.46,trailing_stop
2017-07-12,2017-07-25,CORN,stock,19.84,18.83,,1269.0,63.9594,-64.65,-5.09,9,0.0,trailing_stop
2017-07-18,2017-11-29,ASML,stock,130.53,162.35,,1262.0,9.6645,307.5,24.38,94,9.11,trailing_stop
2017-07-19,2017-08-09,NFLX,stock,18.32,17.38,,1262.0,68.8776,-64.27,-5.1,15,0.58,trailing_stop
2017-07-24,2017-08-10,EWU,stock,24.23,24.23,,1255.0,51.8014,0.31,0.02,13,1.59,trailing_stop
2017-07-24,2017-08-29,WBC.AX,stock,20.59,19.97,,1255.0,60.9434,-38.18,-3.04,26,0.53,trailing_stop
2017-07-24,2017-10-03,ABT,option_us,3.26,4.88,41.53,1757.0,5.39,873.7,49.72,50,0.5,dte_exit
2017-07-27,2017-08-17,WMT,stock,22.85,22.85,,1249.0,54.6546,0.03,0.0,15,1.58,trailing_stop
2017-08-09,2017-08-23,BAMI.MI,stock,2.26,2.14,,1242.0,549.7822,-63.29,-5.1,9,0.0,trailing_stop
2017-08-10,2017-08-23,SU.PA,stock,57.96,57.96,,1244.0,21.4659,-0.0,-0.0,9,0.12,trailing_stop
2017-08-11,2018-01-31,NOVO-B.CO,stock,118.47,143.03,,1244.0,10.5016,257.86,20.73,120,6.46,trailing_stop
2017-08-18,2017-09-08,CPER,stock,18.89,19.48,,1238.0,65.5231,38.77,3.13,14,3.69,trailing_stop
2017-08-24,2017-09-06,6861.T,stock,27479.26,26698.88,,1231.0,0.0448,-34.97,-2.84,9,0.19,trailing_stop
2017-09-04,2017-11-15,6501.T,stock,639.49,739.03,,1228.0,1.9195,191.08,15.57,52,7.54,trailing_stop
2017-09-04,2017-12-05,NDA-FI.HE,option_eu,0.52,0.03,6.07,1719.0,33.03,-1606.98,-93.51,66,0.23,dte_exit
2017-09-05,2017-09-18,TQQQ,stock,4.55,4.55,,1134.0,249.1743,-0.0,-0.0,9,0.25,trailing_stop
2017-09-05,2017-12-05,MRK,option_us,3.5,0.58,44.44,1588.0,4.54,-1322.23,-83.28,64,0.45,dte_exit
2017-09-06,2017-09-27,EWZ,stock,25.63,25.63,,1131.0,44.1064,-0.0,-0.0,15,1.23,trailing_stop
2017-09-08,2018-01-30,HD,stock,129.6,160.29,,1134.0,8.7533,268.69,23.69,98,10.67,trailing_stop
2017-09-18,2017-10-16,LLOY.L,stock,65.5,65.5,,1134.0,17.3194,-0.0,-0.0,20,0.78,trailing_stop
2017-09-27,2017-10-11,T,stock,15.88,15.88,,1134.0,71.4513,-0.0,-0.0,10,0.67,trailing_stop
2017-10-03,2017-11-20,MUV2.DE,stock,131.37,137.1,,1222.0,9.3003,53.31,4.36,34,3.61,trailing_stop
2017-10-11,2017-10-24,SAP,stock,98.98,98.98,,1222.0,12.3431,-0.0,-0.0,9,0.52,trailing_stop
2017-10-13,2017-12-01,GOOGL,stock,50.09,50.65,,1238.0,24.7192,13.67,1.1,34,2.13,trailing_stop
2017-10-16,2017-11-14,SOYB,stock,18.78,18.2,,1238.0,65.938,-37.86,-3.06,21,0.0,trailing_stop
2017-10-24,2018-01-02,ERIC-B.ST,option_eu,4.57,3.57,40.17,1734.0,3.8,-379.37,-21.88,47,0.17,dte_exit
2017-11-14,2017-11-28,DBK.DE,stock,13.56,13.56,,1234.0,91.017,-0.0,-0.0,10,1.17,trailing_stop
2017-11-15,2017-12-05,XEL,stock,40.12,38.85,,1254.0,31.2427,-39.89,-3.18,13,0.0,trailing_stop
2017-11-20,2018-02-05,CSCO,stock,28.17,31.9,,1259.0,44.6936,167.04,13.27,51,6.16,trailing_stop
2017-11-30,2018-02-02,XLI,stock,63.88,68.08,,1290.0,20.1884,84.86,6.58,43,6.68,trailing_stop
2017-11-30,2018-02-02,SPY,stock,231.83,245.25,,1290.0,5.5628,74.65,5.79,43,7.97,trailing_stop
2017-12-01,2018-01-25,UNP,stock,105.54,111.86,,1291.0,12.2319,77.25,5.98,36,3.92,trailing_stop
2017-12-05,2017-12-21,IBM,stock,104.99,102.1,,994.0,9.4682,-27.42,-2.76,12,0.04,trailing_stop
2017-12-05,2018-01-29,CAT,stock,118.86,136.22,,994.0,8.3639,145.26,14.61,36,6.46,trailing_stop
2017-12-05,2018-01-30,CVX,stock,84.6,89.53,,994.0,11.7504,57.94,5.83,37,4.6,trailing_stop
2017-12-21,2018-01-05,INTC,stock,39.95,37.91,,991.0,24.8151,-50.51,-5.1,9,0.0,trailing_stop
2018-01-03,2018-02-05,BNO,stock,18.25,18.37,,953.0,52.247,6.52,0.68,22,2.05,trailing_stop
2018-01-05,2018-01-19,IBM,stock,109.01,109.72,,948.0,8.6996,6.11,0.64,9,1.77,trailing_stop
2018-01-19,2018-02-01,AMAT,stock,52.68,49.99,,949.0,18.015,-48.35,-5.1,9,0.01,trailing_stop
2018-01-25,2018-02-07,UNG,stock,105.23,99.86,,957.0,9.092,-48.74,-5.09,9,0.26,trailing_stop
2018-01-29,2018-02-09,NOVN.SW,stock,51.63,49.0,,971.0,18.8097,-49.48,-5.1,9,0.0,trailing_stop
2018-01-30,2018-02-09,BABA,stock,188.87,160.38,,1004.0,5.3151,-151.44,-15.09,8,0.54,emergency_stop
2018-01-30,2018-02-12,INTC,stock,41.58,39.46,,1004.0,24.1437,-51.15,-5.09,9,0.0,trailing_stop
2018-01-31,2018-02-13,4063.T,stock,2143.16,2033.97,,1030.0,0.4804,-52.46,-5.1,9,0.0,trailing_stop
2018-02-01,2018-02-21,WEAT,stock,31.43,31.43,,1025.0,32.6057,-0.0,-0.0,13,0.82,trailing_stop
2018-02-02,2018-03-02,LMT,stock,285.5,270.96,,1041.0,3.6455,-53.03,-5.1,19,0.46,trailing_stop
2018-02-02,2018-07-13,ELISA.HE,stock,25.56,29.6,,1041.0,40.716,164.38,15.79,110,4.92,trailing_stop
2018-02-05,2018-03-22,NOK,stock,4.66,4.66,,1058.0,227.0591,-0.0,-0.0,32,1.36,trailing_stop
2018-02-05,2018-05-25,TELIA.ST,stock,23.72,26.26,,1058.0,44.6151,113.59,10.74,75,5.02,trailing_stop
2018-02-19,2018-03-02,FMG.AX,stock,2.19,2.08,,1023.0,466.159,-52.11,-5.09,9,0.07,trailing_stop
2018-02-20,2018-03-05,RI.PA,stock,107.79,105.27,,1023.0,9.4887,-23.92,-2.34,9,0.43,trailing_stop
2018-02-20,2018-03-07,BMY,stock,51.27,48.66,,1023.0,19.9495,-52.11,-5.1,11,0.02,trailing_stop
2018-02-27,2018-03-13,AAPL,stock,42.12,42.12,,1023.0,24.285,-0.0,-0.0,10,0.25,trailing_stop
2018-02-27,2018-03-14,NESTE.HE,stock,16.01,15.2,,1023.0,63.8668,-52.11,-5.1,11,0.0,trailing_stop
2018-02-27,2018-03-26,CSL.AX,stock,147.24,140.94,,1023.0,6.9466,-43.77,-4.28,19,0.39,trailing_stop
2018-03-12,2018-03-23,SCHW,stock,51.89,49.25,,1005.0,19.3611,-51.19,-5.1,9,0.0,trailing_stop
2018-03-13,2018-03-26,ABT,stock,55.55,52.79,,1005.0,18.086,-49.87,-4.96,9,0.0,trailing_stop
2018-03-13,2018-03-26,PLD,stock,51.2,49.06,,1005.0,19.6225,-42.0,-4.18,9,0.16,trailing_stop
2018-03-13,2018-03-26,AMAT,stock,56.14,53.28,,1005.0,17.8969,-51.19,-5.1,9,0.0,trailing_stop
2018-03-14,2018-03-27,SMH,stock,52.19,49.53,,999.0,19.1499,-50.92,-5.1,9,0.0,trailing_stop
2018-03-16,2018-04-12,NEE,stock,32.5,32.5,,999.0,30.7494,-0.0,-0.0,18,1.11,trailing_stop
2018-04-19,2018-05-02,NFLX,stock,33.32,31.62,,971.0,29.1285,-49.45,-5.1,9,0.0,trailing_stop
2018-04-19,2018-05-02,MRK,stock,44.34,43.13,,971.0,21.8888,-26.43,-2.72,9,0.46,trailing_stop
2018-04-19,2018-05-03,IBM,stock,101.11,95.95,,971.0,9.5998,-49.45,-5.1,10,0.0,trailing_stop
2018-04-19,2018-05-17,PLD,stock,53.05,50.89,,971.0,18.2971,-39.42,-4.06,20,0.33,trailing_stop
2018-04-19,2018-06-25,INTU,stock,171.65,192.67,,971.0,5.6545,118.86,12.25,46,3.68,trailing_stop
2018-04-19,2018-07-03,NWG.L,option_eu,23.04,6.08,276.15,1359.0,0.59,-1000.45,-73.63,51,0.84,dte_exit
2018-04-20,2018-05-03,SLV,stock,16.17,15.43,,971.0,60.0389,-43.9,-4.52,9,0.0,trailing_stop
2018-04-20,2018-05-30,ABBN.SW,stock,18.39,17.48,,971.0,52.7864,-47.79,-4.92,25,0.8,trailing_stop
2018-05-11,2018-05-24,SIE.DE,stock,82.72,82.72,,954.0,11.5294,-0.0,-0.0,9,0.39,trailing_stop
2018-05-11,2018-05-25,BNO,stock,21.51,21.51,,954.0,44.3332,-0.0,-0.0,10,0.76,trailing_stop
2018-05-11,2018-05-25,XOP,stock,140.67,140.67,,954.0,6.7795,-0.0,-0.0,10,1.25,trailing_stop
2018-05-11,2018-06-25,NOW,stock,35.88,34.05,,954.0,26.5797,-48.59,-5.09,30,0.61,trailing_stop
2018-05-18,2018-08-07,TGT,option_us,5.41,8.14,58.3,1330.0,2.46,669.89,50.38,55,0.5,dte_exit
2018-05-24,2018-06-06,ACA.PA,stock,8.35,7.92,,950.0,113.7447,-48.39,-5.1,9,0.0,trailing_stop
2018-05-28,2018-08-29,ITX.MC,stock,22.22,21.08,,961.0,43.2604,-48.97,-5.1,67,1.37,trailing_stop
2018-05-30,2018-06-15,WEAT,stock,34.38,32.63,,956.0,27.8124,-48.72,-5.1,12,0.48,trailing_stop
2018-05-31,2018-09-18,TLT,stock,97.65,94.8,,956.0,9.7936,-27.89,-2.92,76,0.76,trailing_stop
2018-05-31,2018-10-03,IEF,stock,85.44,84.16,,956.0,11.1922,-14.32,-1.5,87,0.97,trailing_stop
2018-06-06,2018-08-07,GOOGL,option_us,4.81,8.19,54.31,1332.0,2.77,937.44,70.38,43,1.02,dte_exit
2018-06-15,2018-09-05,DIS,stock,102.88,105.31,,947.0,9.2012,22.39,2.37,56,2.56,trailing_stop
2018-06-25,2018-07-06,WBC.AX,stock,20.09,20.09,,954.0,47.4726,-0.0,-0.0,9,0.35,trailing_stop
2018-06-25,2018-07-11,CBA.AX,stock,53.46,53.46,,954.0,17.8385,-0.0,-0.0,12,0.98,trailing_stop
2018-07-03,2018-07-17,BNO,stock,21.96,20.84,,854.0,38.8664,-43.49,-5.09,9,0.16,trailing_stop
2018-07-06,2018-07-19,BT-A.L,stock,229.37,217.68,,854.0,3.7214,-43.49,-5.1,9,0.23,trailing_stop
2018-07-12,2018-08-22,9984.T,stock,1074.81,1136.1,,854.0,0.7942,48.67,5.7,29,4.09,trailing_stop
2018-07-16,2018-07-27,NOW,stock,38.43,38.43,,870.0,22.6388,-0.0,-0.0,9,0.02,trailing_stop
2018-07-18,2018-10-11,JPM,stock,89.8,90.7,,866.0,9.6398,8.7,1.01,60,1.82,trailing_stop
2018-07-19,2018-09-28,BAC,stock,24.88,24.88,,861.0,34.618,-0.0,-0.0,50,1.48,trailing_stop
2018-07-27,2018-08-13,HON,stock,122.64,116.8,,861.0,7.0233,-41.02,-4.76,11,0.05,trailing_stop
2018-08-07,2018-08-21,AVB,stock,139.81,139.81,,1022.0,7.3105,-0.0,-0.0,10,0.39,trailing_stop
2018-08-08,2018-08-23,TMUS,stock,62.86,62.86,,1022.0,16.2599,-0.0,-0.0,11,0.39,trailing_stop
2018-08-13,2018-09-12,6861.T,stock,29840.59,28320.21,,1018.0,0.0341,-51.86,-5.1,22,0.34,trailing_stop
2018-08-21,2018-09-04,PSA,stock,163.71,156.43,,1018.0,6.218,-45.24,-4.44,9,0.0,trailing_stop
2018-08-29,2018-11-06,GS,option_us,15.48,7.24,193.56,1425.0,0.92,-758.22,-53.2,48,0.0,dte_exit
2018-08-31,2018-09-17,NOW,stock,39.64,39.64,,1018.0,25.6794,-0.0,-0.0,10,0.69,trailing_stop
2018-08-31,2018-11-06,AMZN,option_us,8.3,2.08,95.33,1425.0,1.72,-1068.6,-74.98,46,0.11,dte_exit
2018-09-04,2018-09-17,XBI,stock,99.37,94.32,,1013.0,10.1982,-51.53,-5.08,9,0.0,trailing_stop
2018-09-07,2018-09-24,CABK.MC,stock,2.71,2.71,,1016.0,374.7827,-0.0,-0.0,10,1.28,trailing_stop
2018-09-14,2018-10-04,TMUS,stock,66.0,66.0,,1010.0,15.3089,-0.0,-0.0,14,0.88,trailing_stop
2018-09-17,2018-09-28,PDD,stock,26.01,26.01,,1005.0,38.6565,-0.0,-0.0,9,0.18,trailing_stop
2018-09-17,2018-10-09,9984.T,stock,1304.19,1304.19,,1005.0,0.7708,-0.0,-0.0,16,1.01,trailing_stop
2018-09-18,2018-10-08,RTX,stock,73.02,73.1,,1003.0,13.7297,1.06,0.11,14,1.1,trailing_stop
2018-09-24,2018-10-05,ORCL,stock,45.53,43.98,,1003.0,22.0167,-34.17,-3.41,9,0.5,trailing_stop
2018-09-28,2018-10-11,EMB,stock,75.25,74.21,,1003.0,13.3223,-13.92,-1.39,9,0.0,trailing_stop
2018-09-28,2018-10-11,FMG.AX,stock,1.71,1.63,,1003.0,584.935,-51.08,-5.1,9,0.0,trailing_stop
2018-10-03,2018-10-16,TMO,stock,244.12,231.68,,1001.0,4.1007,-51.0,-5.1,9,0.0,trailing_stop
2018-10-04,2018-10-29,UNG,stock,107.51,102.03,,1001.0,9.3117,-51.0,-5.1,17,0.47,trailing_stop
2018-10-05,2018-10-24,LLY,stock,103.21,98.32,,998.0,9.6665,-47.23,-4.73,13,0.34,trailing_stop
2018-10-10,2018-10-23,GE,stock,62.05,58.89,,998.0,16.0802,-50.84,-5.1,9,0.0,trailing_stop
2018-10-11,2018-12-24,O,stock,39.15,42.67,,992.0,25.3447,89.4,9.01,50,5.18,trailing_stop
2018-12-05,2018-12-18,BAMI.MI,stock,1.47,1.4,,789.0,535.9263,-40.22,-5.1,9,0.0,trailing_stop
2018-12-05,2018-12-18,TEF.MC,stock,4.44,4.44,,789.0,177.7525,-0.0,-0.0,9,0.11,trailing_stop
2018-12-05,2018-12-18,IFX.DE,stock,17.1,16.23,,789.0,46.1544,-40.22,-5.1,9,0.0,trailing_stop
2018-12-05,2018-12-18,ITX.MC,stock,21.41,20.32,,789.0,36.8681,-40.22,-5.1,9,0.0,trailing_stop
2018-12-05,2018-12-19,ROG.SW,stock,198.28,188.18,,789.0,3.9814,-40.22,-5.1,10,0.0,trailing_stop
2018-12-05,2018-12-21,ISP.MI,stock,1.24,1.17,,789.0,638.9342,-40.22,-5.1,12,0.0,trailing_stop
2018-12-05,2018-12-21,OR.PA,stock,190.24,180.54,,789.0,4.1498,-40.22,-5.09,12,0.0,trailing_stop
2018-12-06,2018-12-19,AMD,stock,20.24,19.21,,789.0,39.004,-40.22,-5.1,9,0.07,trailing_stop
2018-12-06,2018-12-24,ED,stock,63.49,60.9,,789.0,12.4347,-32.21,-4.08,12,0.53,trailing_stop
2019-01-22,2019-02-07,CAT,stock,116.41,110.48,,767.0,6.5888,-39.08,-5.1,12,0.21,trailing_stop
2019-01-22,2019-03-08,SPXL,stock,36.92,39.99,,767.0,20.7745,63.7,8.31,32,2.15,trailing_stop
2019-01-23,2019-02-05,UNH,stock,237.16,237.16,,767.0,3.2342,-0.0,-0.0,9,0.22,trailing_stop
2019-01-23,2019-02-07,TMO,stock,238.07,238.07,,767.0,3.2218,-0.0,-0.0,11,0.38,trailing_stop
2019-01-23,2019-02-07,XLV,stock,79.59,79.59,,767.0,9.6368,-0.0,-0.0,11,0.37,trailing_stop
2019-01-23,2019-02-07,EWG,stock,22.28,22.28,,767.0,34.4332,-0.0,-0.0,11,0.86,trailing_stop
2019-01-23,2019-02-15,DE,stock,144.41,144.41,,767.0,5.3112,-0.0,-0.0,17,0.57,trailing_stop
2019-01-23,2019-05-07,TQQQ,stock,5.14,7.45,,767.0,149.2885,345.43,45.04,72,5.02,trailing_stop
2019-01-23,2019-05-07,QQQ,stock,155.93,177.89,,767.0,4.9188,107.99,14.08,72,4.35,trailing_stop
2019-01-23,2019-04-02,NVDA,option_us,0.54,0.99,3.56,1074.0,19.9,904.66,84.25,48,0.9,dte_exit
2019-02-05,2019-02-28,PG,stock,82.22,82.22,,767.0,9.3284,-0.0,-0.0,16,0.58,trailing_stop
2019-02-07,2019-02-21,GOOGL,stock,55.19,55.19,,763.0,13.8267,-0.0,-0.0,9,0.33,trailing_stop
2019-02-07,2019-04-12,ROG.SW,stock,206.36,210.77,,763.0,3.698,16.33,2.14,46,2.29,trailing_stop
2019-02-07,2019-06-17,BP,stock,28.97,27.77,,763.0,26.3448,-31.55,-4.14,89,1.83,trailing_stop
2019-02-08,2019-05-01,CPER,stock,17.71,17.71,,763.0,43.0945,-0.0,-0.0,56,1.96,trailing_stop
2019-02-15,2019-05-07,TEL2-B.ST,option_eu,5.62,6.68,65.02,1068.0,1.9,201.87,18.9,54,0.88,dte_exit
2019-02-21,2019-05-07,WMT,option_us,2.38,2.29,28.43,1068.0,4.49,-41.05,-3.84,52,0.25,dte_exit
2019-02-28,2019-03-14,PPLT,stock,82.6,79.05,,763.0,9.2383,-32.78,-4.3,10,0.0,trailing_stop
2019-03-08,2019-03-25,BATS.L,stock,3041.99,3041.99,,769.0,0.253,-0.0,-0.0,11,0.86,trailing_stop
2019-03-14,2019-03-27,AVB,stock,157.08,157.08,,766.0,4.8778,-0.0,-0.0,9,0.27,trailing_stop
2019-03-25,2019-05-07,AMD,stock,26.32,26.32,,766.0,29.1149,-0.0,-0.0,30,1.15,trailing_stop
2019-03-28,2019-04-11,LLY,stock,118.23,114.51,,766.0,6.4805,-24.13,-3.15,10,0.05,trailing_stop
2019-04-02,2019-04-17,RIO.AX,stock,62.4,62.4,,857.0,13.7277,-0.0,-0.0,11,0.53,trailing_stop
2019-04-11,2019-05-30,6758.T,stock,972.33,1003.64,,854.0,0.8786,27.51,3.22,29,2.75,trailing_stop
2019-04-15,2019-05-06,0700.HK,stock,351.34,333.44,,856.0,2.436,-43.61,-5.1,12,0.0,trailing_stop
2019-04-22,2019-07-02,PEP,option_us,7.44,10.83,97.33,1198.0,1.61,547.56,45.7,50,0.66,dte_exit
2019-05-02,2019-07-02,PHIA.AS,option_eu,2.49,3.59,28.72,1198.0,4.82,531.09,44.32,43,0.44,dte_exit
2019-05-07,2019-05-31,HSBC,stock,29.12,27.76,,913.0,31.3491,-42.69,-4.68,17,0.0,trailing_stop
2019-06-11,2019-09-03,MCD,option_us,12.85,22.9,164.42,1276.0,0.99,997.67,78.19,58,1.01,dte_exit
2019-06-12,2019-07-29,6501.T,stock,709.39,673.25,,911.0,1.2848,-46.44,-5.1,32,0.99,trailing_stop
2019-06-13,2019-07-02,NAB.AX,stock,20.02,19.44,,911.0,45.5335,-26.21,-2.88,13,0.0,trailing_stop
2019-06-13,2019-07-25,TEF.MC,stock,4.41,4.26,,911.0,206.6857,-31.29,-3.43,30,0.61,trailing_stop
2019-06-13,2019-08-05,HYG,stock,60.4,60.41,,911.0,15.0888,0.12,0.01,36,1.5,trailing_stop
2019-06-14,2019-06-27,JNJ,stock,117.08,117.08,,911.0,7.7846,-0.0,-0.0,9,0.54,trailing_stop
2019-06-17,2019-08-05,PLD,stock,67.33,65.81,,908.0,13.4902,-20.54,-2.26,34,1.0,trailing_stop
2019-06-17,2019-08-09,ENEL.MI,stock,4.1,4.18,,908.0,221.4345,18.42,2.03,39,2.25,trailing_stop
2019-06-28,2019-07-15,MPC,stock,44.13,44.13,,908.0,20.5804,-0.0,-0.0,10,0.35,trailing_stop
2019-07-02,2019-07-16,SAP,stock,125.72,122.79,,1014.0,8.0617,-23.64,-2.33,9,0.41,trailing_stop
2019-07-02,2019-08-02,GS,stock,175.26,176.02,,1014.0,5.783,4.41,0.43,22,2.14,trailing_stop
2019-07-02,2019-09-03,QCOM,option_us,8.37,3.94,62.87,1419.0,1.69,-751.39,-52.95,43,0.0,dte_exit
2019-07-15,2019-07-26,UNH,stock,236.71,224.65,,1014.0,4.2816,-51.64,-5.1,9,0.12,trailing_stop
2019-07-16,2019-07-31,TMUS,stock,76.37,76.37,,1011.0,13.2402,-0.0,-0.0,11,1.62,trailing_stop
2019-07-25,2019-08-07,SCHW,stock,40.45,34.35,,1008.0,24.9197,-152.06,-15.09,9,0.0,emergency_stop
2019-07-26,2019-08-08,MMM,stock,116.59,110.65,,1003.0,8.6012,-51.1,-5.1,9,0.0,trailing_stop
2019-07-29,2019-08-12,ABI.BR,stock,82.71,79.22,,998.0,12.0681,-42.19,-4.23,10,0.6,trailing_stop
2019-07-31,2019-10-02,GSK,stock,30.54,30.67,,998.0,32.6819,4.27,0.43,44,2.0,trailing_stop
2019-08-02,2020-02-03,AAPL,stock,49.26,73.07,,999.0,20.274,482.86,48.35,126,14.88,trailing_stop
2019-08-05,2019-08-26,8306.T,stock,399.42,379.07,,997.0,2.4952,-50.78,-5.1,14,0.0,trailing_stop
2019-09-06,2019-10-01,GLD,stock,143.78,137.67,,993.0,6.9095,-42.22,-4.25,17,0.2,trailing_stop
2019-09-06,2019-10-03,STAN.L,stock,647.68,639.2,,993.0,1.5339,-13.0,-1.31,19,2.09,trailing_stop
2019-09-09,2019-09-23,IFX.DE,stock,15.88,16.14,,993.0,62.5427,16.12,1.62,10,1.89,trailing_stop
2019-09-09,2019-09-23,VOLV-B.ST,stock,93.35,94.49,,993.0,10.6428,12.19,1.23,10,1.63,trailing_stop
2019-09-09,2019-09-24,UCG.MI,stock,8.31,8.31,,993.0,119.5371,-0.0,-0.0,11,1.36,trailing_stop
2019-09-09,2019-09-24,ABBN.SW,stock,15.56,15.69,,993.0,63.8625,8.26,0.83,11,1.56,trailing_stop
2019-09-10,2019-09-23,TMO,stock,285.19,285.19,,993.0,3.4835,-0.0,-0.0,9,0.61,trailing_stop
2019-09-10,2019-10-03,ZURN.SW,stock,268.27,268.27,,993.0,3.7033,-0.0,-0.0,17,1.29,trailing_stop
2019-09-23,2019-12-03,ROG.SW,option_eu,16.93,24.98,213.84,1395.0,0.82,663.68,47.58,51,0.91,dte_exit
2019-09-24,2019-10-07,LLOY.L,stock,54.44,51.67,,997.0,18.316,-50.8,-5.09,9,0.11,trailing_stop
2019-09-24,2019-10-07,ENI.MI,stock,9.49,9.01,,997.0,105.042,-50.8,-5.1,9,0.0,trailing_stop
2019-09-24,2019-12-04,ORA.PA,stock,9.45,9.21,,997.0,105.5273,-25.67,-2.57,51,1.77,trailing_stop
2019-09-24,2019-12-03,DTE.DE,option_eu,0.85,0.37,11.9,1396.0,16.35,-784.14,-56.17,49,0.6,dte_exit
2019-10-01,2019-12-03,WFC,stock,42.82,44.61,,993.0,23.1892,41.47,4.18,44,2.45,trailing_stop
2019-10-02,2019-10-29,AVB,stock,172.23,172.23,,993.0,5.7676,-0.0,-0.0,19,1.37,trailing_stop
2019-10-08,2019-11-11,PEP,stock,112.95,108.54,,982.0,8.6933,-38.3,-3.9,24,0.02,trailing_stop
2019-10-15,2019-10-28,BAMI.MI,stock,1.38,1.38,,982.0,709.3109,-0.0,-0.0,9,0.77,trailing_stop
2019-10-15,2019-12-02,EWT,stock,24.54,25.58,,982.0,40.0058,41.47,4.22,33,3.93,trailing_stop
2019-10-17,2019-10-30,LLOY.L,stock,60.02,56.96,,982.0,16.3582,-50.03,-5.1,9,0.27,trailing_stop
2019-10-28,2020-01-07,O,option_us,3.9,0.69,54.11,1375.0,3.53,-1130.27,-82.22,48,0.18,dte_exit
2019-10-29,2019-12-03,INTC,stock,49.5,49.5,,982.0,19.8354,-0.0,-0.0,24,1.14,trailing_stop
2019-10-30,2019-11-12,DNB.OL,stock,117.69,117.69,,977.0,8.3002,-0.0,-0.0,9,0.01,trailing_stop
2019-11-11,2020-02-04,GOOGL,option_us,5.27,10.44,61.43,1362.0,2.58,1336.17,98.09,57,1.36,dte_exit
2019-11-12,2019-12-03,CS.PA,stock,18.07,17.39,,973.0,53.854,-36.33,-3.73,15,0.0,trailing_stop
2019-12-02,2020-01-24,BABA,stock,188.78,204.28,,977.0,5.1763,80.23,8.21,36,4.04,trailing_stop
2019-12-03,2020-02-28,WEAT,stock,28.23,26.89,,966.0,34.2088,-45.64,-4.73,59,1.93,trailing_stop
2019-12-05,2020-02-03,6758.T,stock,1381.36,1460.9,,963.0,0.6972,55.46,5.76,37,3.73,trailing_stop
2019-12-06,2020-02-20,DHR,stock,127.56,138.16,,963.0,7.55,80.03,8.31,50,4.06,trailing_stop
2019-12-09,2020-01-24,BMY,stock,47.86,51.13,,963.0,20.1211,65.73,6.82,31,3.14,trailing_stop
2019-12-11,2020-01-03,GSK,stock,35.08,35.08,,963.0,27.4565,-0.0,-0.0,15,1.02,trailing_stop
2019-12-13,2020-01-08,SLB,stock,34.0,34.0,,963.0,28.3293,-0.0,-0.0,16,0.7,trailing_stop
2020-01-06,2020-01-29,CHTR,stock,493.15,493.15,,963.0,1.9529,-0.0,-0.0,16,1.38,trailing_stop
2020-01-07,2020-03-31,GE,option_us,6.08,1.65,55.87,1190.0,1.96,-866.14,-72.78,58,0.7,dte_exit
2020-01-08,2020-02-27,MCD,stock,175.55,181.07,,850.0,4.8422,26.71,3.14,34,3.61,trailing_stop
